idx,t_sec,world_frame,base_frame,x,y,z,qx,qy,qz,qw,yaw_rad
16,1774839720.7405,map,base_footprint,2.06535582625584,-0.0548839125105299,0,0,0,-0.0802123600035038,0.996777797356396,-0.160597249382977
17,1774839724.45736,map,base_footprint,2.18746984480224,-0.0564040410374825,0,0,0,-0.0892477871075322,0.996009454019593,-0.178733385455802
18,1774839728.05522,map,base_footprint,2.30755421285382,-0.07909639215648,0,0,0,-0.0113321479025708,0.999935789150441,-0.0226647809154975
19,1774839731.00689,map,base_footprint,2.39510596074638,-0.0869296438596227,0,0,0,0.0386819091354723,0.99925157488274,0.0773831243923298
20,1774839734.29883,map,base_footprint,2.5246644256912,-0.0700184542046617,0,0,0,0.0499459371407515,0.998751922833259,0.0999334526285823
21,1774839737.49565,map,base_footprint,2.63535148103537,-0.0665078037041337,0,0,0,-0.00966385519681914,0.999953303861103,-0.0193280112424074
22,1774839740.41337,map,base_footprint,2.73988653401713,-0.0653863814465052,0,0,0,-0.0685188450142366,0.997649822271279,-0.137145145359945
23,1774839743.27179,map,base_footprint,2.83796769255132,-0.0720294274729807,0,0,0,-0.0683760237704736,0.997659620999737,-0.13685883138694
24,1774839746.30773,map,base_footprint,2.93657353000646,-0.0938851242304126,0,0,0,0.000139936031412335,0.999999990208954,0.000279872063738084
25,1774839750.74422,map,base_footprint,3.05289981583775,-0.0896895352591028,0,0,0,0.0253781228434426,0.999677923573859,0.0507616955190684
26,1774839763.61587,map,base_footprint,3.13249024234978,-0.0822014646874217,0,0,0,-0.00997335700061432,0.999950264838276,-0.0199470446921563
27,1774839766.15866,map,base_footprint,3.20986588939666,-0.0714755896343052,0,0,0,-0.0317926068831941,0.999494487302242,-0.0635959303110088
28,1774839768.56576,map,base_footprint,3.30169430069476,-0.0672251327108726,0,0,0,0.0136721251786175,0.999906532128429,0.0273451023253813
29,1774839770.93108,map,base_footprint,3.43367096416248,-0.0600606931056344,0,0,0,0.0456485434050904,0.998957561903905,0.0913288238979393
30,1774839773.49226,map,base_footprint,3.4662689458837,-0.0573414070473545,0,0,0,0.0155701662503652,0.999878777614035,0.0311415908635491
31,1774839775.78416,map,base_footprint,3.55905106453991,-0.0734959746740629,0,0,0,-0.0503912432309911,0.998729554286662,-0.100825187721925
32,1774839777.69853,map,base_footprint,3.65673657136813,-0.0730432906551111,0,0,0,-0.0619248057973672,0.998080817582904,-0.123928902466512
33,1774839779.85098,map,base_footprint,3.74020777145134,-0.0703825727376619,0,0,0,-0.0559875920127257,0.998431464618687,-0.112033766461873
34,1774839782.2658,map,base_footprint,3.82953555587654,-0.077256312500344,0,0,0,-0.0415747384740654,0.999135396791052,-0.0831734490070604
35,1774839784.5503,map,base_footprint,3.92113129931111,-0.0861962049230257,0,0,0,-0.0495286374215979,0.998772703909733,-0.0990978189497859
36,1774839786.76795,map,base_footprint,3.99427249151115,-0.0929845682901789,0,0,0,-0.053293954051158,0.998578867421894,-0.106638428671599
37,1774839789.11755,map,base_footprint,4.09210803808703,-0.0987008417200691,0,0,0,-0.0632510180352858,0.997997649655299,-0.126586537553586
38,1774839791.31438,map,base_footprint,4.17752381399034,-0.115986005977406,0,0,0,-0.0721137968295798,0.997396410815089,-0.144352893962084
39,1774839793.93106,map,base_footprint,4.28648590668523,-0.145897720766088,0,0,0,-0.090953698623242,0.995855122348001,-0.182159142646046
40,1774839796.15523,map,base_footprint,4.3907318703262,-0.153709821909876,0,0,0,-0.0658487571724871,0.997829615304556,-0.131792875227885
41,1774839798.43992,map,base_footprint,4.45790490325739,-0.165858875084522,0,0,0,-0.0499237473785885,0.998753032259567,-0.0998890176706503
42,1774839800.9646,map,base_footprint,4.54694438801147,-0.172168503325203,0,0,0,-0.0564463769993869,0.998405632257573,-0.112952789809959
43,1774839803.25095,map,base_footprint,4.63593796320671,-0.194354603104735,0,0,0,-0.0317841350714407,0.999494756743506,-0.0635789781202383
44,1774839805.86528,map,base_footprint,4.72393298176024,-0.182306592557677,0,0,0,-0.0289324386850454,0.999581369370066,-0.0578729533924765
45,1774839808.16238,map,base_footprint,4.83111055143371,-0.204675786918543,0,0,0,-0.0462015695823682,0.99893213731871,-0.0924360445085036
46,1774839811.3165,map,base_footprint,4.93440822423072,-0.209231246384753,0,0,0,-0.0741685193576197,0.99724572234545,-0.14847337606179
47,1774839814.12023,map,base_footprint,5.01464682321083,-0.223513189254488,0,0,0,-0.0952206054443576,0.995456195067774,-0.190730178733501
48,1774839816.09863,map,base_footprint,5.00756387519957,-0.21909348694151,0,0,0,-0.0967801371967975,0.995305784693412,-0.193863715438082
49,1774839818.42449,map,base_footprint,5.10119784140294,-0.232166179718964,0,0,0,-0.0894963762096634,0.995987147831406,-0.179232561208631
