idx,tx,ty,tz,qx,qy,qz,qw
89,0.415881454944611,0.132635235786438,9.4737491607666,0.0141483591419212,0.149138788356465,0.0371481514132503,0.988016933350707
90,0.44723916053772,0.0261458363384008,9.59331035614014,0.0094284785515244,0.070564393707132,0.0609399622992432,0.995599362759898
91,0.261243343353272,0.00636238139122725,9.71284770965576,0.00768150015318326,-0.00184318917644358,-0.033503275656508,0.999407388270339
92,0.34802109003067,-0.230297565460205,9.93405818939209,-0.00233426140616386,-0.104845445483566,-0.0103967647950675,0.994431441109359
93,0.318781942129135,-0.00839880481362343,10.0442361831665,0.00281187540073694,-0.145066057231401,-0.00607339494483729,0.989399336097367
94,0.281801730394363,-0.125942677259445,10.2067260742188,-0.00255771040105555,-0.206474830880684,-0.00775902232642318,0.978417804367253
95,0.273380994796753,0.0135831758379936,10.3229503631592,-0.00870852267430382,-0.272561142700628,-0.0113278545925053,0.962032361634935
96,0.201184988021851,-0.0289419461041689,10.4130296707153,-0.00833933888207012,-0.326381461171493,-0.0100914945633079,0.945147480009363
97,0.172041654586792,-0.148486375808716,10.4762134552002,-0.010762962218942,-0.406878963412394,-0.0096298325253803,0.913367907309132
98,0.0630628615617752,-0.384811162948608,10.5548458099365,-0.00323579570292362,-0.486319460771643,-0.0142565278454957,0.873658779567136
99,-0.0715432986617088,-0.387280136346817,10.656455039978,-0.0216207580201357,-0.538814972337366,-0.0377098777074614,0.841301927687681
100,-0.223733574151993,-0.305951744318008,10.7026090621948,-0.0303619905889531,-0.587807347087543,-0.0417912294099953,0.807350088488124
101,-0.241704672574997,-0.243530780076981,10.7237005233765,-0.0138570973725011,-0.623702171518427,-0.00317040435416789,0.781532808416793
102,-0.0633197501301765,-0.335550636053085,10.7617454528809,-0.0365276610069194,-0.702584807018464,-0.0322331064942013,0.709930521793453
103,-0.188978984951973,-0.388216555118561,10.7684011459351,-0.0401758353911799,-0.766407075616794,-0.0349833515732585,0.640142376200667
104,-0.132309392094612,-0.400283426046371,10.8568506240845,-0.0489450782440573,-0.848300570495337,-0.0309303753978749,0.526340035804531
105,-0.409022629261017,-0.274487644433975,10.7649364471436,0.0629988870588409,0.942505459791818,0.0174060315908717,-0.327737133319095
106,-0.392924129962921,-0.398476839065552,10.768611907959,0.0628281107580239,0.949803861211836,0.0216266216690879,-0.305708264462782
