idx,ts_system,world_frame,base_frame,x,y,z,qx,qy,qz,qw,yaw_rad
0,1770873367.174812,map,base_footprint,0.05857162401038479,-0.011760423107995407,0.0,0.0,0.0,-0.01115923843990182,0.9999377337601784,-0.022318940120552647
1,1770873373.2728922,map,base_footprint,0.05857162401038479,-0.011760423107995407,0.0,0.0,0.0,-0.01115923843990182,0.9999377337601784,-0.022318940120552647
