# timestamp tx ty tz qx qy qz qw
1770106633327467285 0.317625 -0.019941 0.812296 -0.002776 0.037307 0.001825 0.999298
1770106633745931396 0.276981 0.006351 0.817046 0.000388 0.050674 0.003585 0.998709
1770106634094117432 0.369150 0.007625 0.850672 0.001136 0.045015 0.005609 0.998970
1770106634442310303 0.322197 -0.006545 0.840980 -0.001089 0.063548 0.004799 0.997967
1770106634860112061 0.357077 -0.005237 0.880091 -0.000806 0.069213 0.005899 0.997584
1770106635208267578 0.431808 -0.015346 0.956644 -0.003449 0.062862 0.011216 0.997953
1770106635626058594 0.365524 -0.000953 1.011051 -0.000888 0.090577 0.008086 0.995856
1770106636043819580 0.374183 -0.006156 0.975412 -0.001070 0.100902 0.008816 0.994857
1770106636391951416 0.394425 0.003269 1.021874 -0.000234 0.109961 0.009776 0.993888
1770106636809705811 0.389190 0.005500 1.051708 0.000411 0.121246 0.008848 0.992583
1770106637157830322 0.374783 0.004807 1.085382 0.001659 0.128831 0.006716 0.991642
1770106637575576416 0.381423 -0.004832 1.118152 0.000910 0.132236 0.008075 0.991185
1770106637923889893 0.350115 0.007640 1.136663 0.004292 0.137663 -0.002985 0.990465
1770106638272683105 0.370973 -0.008440 1.155482 0.002728 0.137509 -0.002469 0.990494
1770106638691284180 0.310967 -0.002677 1.065325 0.005353 0.167538 -0.009297 0.985807
1770106639039684326 0.303937 -0.015420 1.116667 0.003114 0.210451 -0.009140 0.977557
1770106639387767822 0.323168 -0.031662 1.121798 0.000634 0.255617 -0.010953 0.966716
1770106639805456055 0.325423 -0.041340 1.175888 0.001339 0.264466 -0.004186 0.964385
1770106640223048584 0.367897 -0.046957 1.214073 0.001527 0.230760 0.001544 0.973008
1770106640640617432 0.404606 -0.051789 1.255204 -0.000753 0.192626 0.006433 0.981251
1770106640988585449 0.477816 -0.049892 1.376858 -0.000578 0.147536 0.006065 0.989038
1770106641336552979 0.510720 -0.034826 1.432003 -0.000484 0.095597 0.009711 0.995373
1770106641754091064 0.530055 -0.033892 1.496770 -0.001800 0.041775 0.014018 0.999027
1770106642102310791 0.550659 -0.055211 1.527348 -0.006871 -0.021240 0.011096 0.999689
1770106642520827881 0.560944 -0.047514 1.499820 -0.006999 -0.070462 0.014304 0.997387
1770106642869625977 0.548635 -0.059408 1.576005 -0.008973 -0.136317 0.015446 0.990504
1770106643217938965 0.543959 -0.060522 1.634642 -0.011239 -0.189248 0.017925 0.981701
1770106643635487549 0.568094 -0.070464 1.755720 -0.016389 -0.271373 0.020784 0.962110
1770106643983422852 0.495326 -0.034471 1.860552 -0.008496 -0.333026 0.012789 0.942793
1770106644331242188 0.383756 -0.021112 1.998481 -0.011643 -0.395764 0.012698 0.918191
1770106644748560303 0.301723 0.022012 2.129485 -0.007507 -0.444209 0.013726 0.895787
1770106646239183350 0.149630 0.057176 2.260402 -0.004763 -0.500080 0.010963 0.865897
1770106646384217773 0.036002 0.076180 2.363448 -0.006003 -0.542837 0.012895 0.839718
1770106645305263184 -0.153068 0.101440 2.527854 -0.007505 -0.598035 0.016130 0.801273
1770106646620632324 -0.319199 0.118050 2.631240 -0.008755 -0.643693 0.017535 0.765033
1770106646759295654 -0.543631 0.107415 2.688697 -0.006123 -0.688975 0.012924 0.724644
1770106645862533447 -0.564189 0.115768 2.735975 0.003696 0.722888 -0.012034 -0.690850
1770106646071508301 -0.520921 0.135421 2.712405 0.009732 0.754839 -0.020816 -0.655507
1770106647246510498 -0.545354 0.131343 2.688098 0.009669 0.776853 -0.020408 -0.629277
